Namespace(arch='vgg16_bn', baseline=True, batch_size=128, checkpoint=None, data='../data', dataset='cifar10', decreasing_lr='50,100,150', epochs=180, gpu=0, imagenet_arch=False, input_size=32, lr=0.1, momentum=0.9, print_freq=50, prune_type='lt', pruning_times=16, random_prune=False, rate=0.8, resume=False, rewind_epoch=3, save_dir='./runs/vgg16_cifar10_r80_seed1', seed=1, warmup=0, weight_decay=0.0001, workers=4)
setup random seed = 1
Dataset information: CIFAR-10	 45000 images for training 	 500 images for validation	
10000 images for testing	 no normalize applied in data_transform
Data augmentation = randomcrop(32,4) + randomhorizontalflip
Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
The normalize layer is contained in the network
Sparse model created !
* remain weight ratio =  20.000001359576423 %
######################################## Start Standard Training ########################################
Running Baseline : True
Epoch = 150 	||	 Train = 99.073 % 	||	 Val = 92.500 % 	||	 Test = 92.150 %
Epoch = 151 	||	 Train = 99.067 % 	||	 Val = 92.720 % 	||	 Test = 91.960 %
Epoch = 152 	||	 Train = 99.076 % 	||	 Val = 92.680 % 	||	 Test = 91.870 %
Epoch = 153 	||	 Train = 99.007 % 	||	 Val = 92.740 % 	||	 Test = 91.980 %
Epoch = 154 	||	 Train = 98.987 % 	||	 Val = 92.540 % 	||	 Test = 92.010 %
Epoch = 155 	||	 Train = 99.093 % 	||	 Val = 92.580 % 	||	 Test = 91.980 %
Epoch = 156 	||	 Train = 99.064 % 	||	 Val = 92.620 % 	||	 Test = 91.850 %
Epoch = 157 	||	 Train = 99.042 % 	||	 Val = 92.740 % 	||	 Test = 91.950 %
Epoch = 158 	||	 Train = 98.971 % 	||	 Val = 92.720 % 	||	 Test = 91.890 %
Epoch = 159 	||	 Train = 99.047 % 	||	 Val = 92.520 % 	||	 Test = 91.950 %
Epoch = 160 	||	 Train = 98.976 % 	||	 Val = 92.620 % 	||	 Test = 91.970 %
Epoch = 161 	||	 Train = 99.064 % 	||	 Val = 92.660 % 	||	 Test = 91.960 %
Epoch = 162 	||	 Train = 99.060 % 	||	 Val = 92.520 % 	||	 Test = 91.910 %
Epoch = 163 	||	 Train = 99.087 % 	||	 Val = 92.500 % 	||	 Test = 91.830 %
Epoch = 164 	||	 Train = 99.000 % 	||	 Val = 92.540 % 	||	 Test = 91.880 %
Epoch = 165 	||	 Train = 99.062 % 	||	 Val = 92.660 % 	||	 Test = 91.920 %
Epoch = 166 	||	 Train = 99.127 % 	||	 Val = 92.720 % 	||	 Test = 91.970 %
Epoch = 167 	||	 Train = 99.031 % 	||	 Val = 92.540 % 	||	 Test = 91.850 %
Epoch = 168 	||	 Train = 98.991 % 	||	 Val = 92.600 % 	||	 Test = 92.010 %
Epoch = 169 	||	 Train = 99.100 % 	||	 Val = 92.740 % 	||	 Test = 91.950 %
Epoch = 170 	||	 Train = 99.009 % 	||	 Val = 92.620 % 	||	 Test = 91.930 %
Epoch = 171 	||	 Train = 99.058 % 	||	 Val = 92.620 % 	||	 Test = 91.990 %
Epoch = 172 	||	 Train = 98.982 % 	||	 Val = 92.480 % 	||	 Test = 91.980 %
Epoch = 173 	||	 Train = 98.991 % 	||	 Val = 92.580 % 	||	 Test = 91.970 %
Epoch = 174 	||	 Train = 99.024 % 	||	 Val = 92.600 % 	||	 Test = 91.930 %
Epoch = 175 	||	 Train = 99.042 % 	||	 Val = 92.740 % 	||	 Test = 91.990 %
Epoch = 176 	||	 Train = 99.100 % 	||	 Val = 92.560 % 	||	 Test = 91.990 %
Epoch = 177 	||	 Train = 99.038 % 	||	 Val = 92.580 % 	||	 Test = 92.020 %
Epoch = 178 	||	 Train = 99.091 % 	||	 Val = 92.680 % 	||	 Test = 91.910 %
Epoch = 179 	||	 Train = 99.009 % 	||	 Val = 92.780 % 	||	 Test = 91.950 %
######################################## Reporting Results ###########################################
* remain weight ratio =  20.000001359576423 %
Best SA = 91.95, Epoch = 180
